Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7635,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay provision s said increase conservatism credit rate environment worsen little little conservative
7831,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay thank appreciate touched near term income guidance second apologize missed waivers provide n covid related
7925,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay thank helpful step terms loans discussed processed approved approved
7963,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", insurance business sle digit growth absent hires forth better growth business income
8130,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",bigger picture retail bank strategy appetites grow inorganically
8145,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",understood sounded like significantly ominous market s different today versus months months
8238,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay thanks capital markets sounds like momentum continu wonder flavor adrs trend date
8479,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",od morn ed credit cycle wonder lend practices cause concern cause late credit cycle
8493,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",od morn thanks tak s appreciate detail morn jamie clearly mov pieces fees excess liquidity deposit pric opportunity
8503,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", obviously dividends topic europe mak payout ration glarly thoughts dividend sustainability n n sharp change macro
8596,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",right quick phil pretty positive optimistic asset quality obviously problem loans levels
8643,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",couple brady versus hir essentially compensation facilities expenses rate actually expense rate
8734,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay thank lastly premium amortization expense higher obviously rate environment influenc fourth ations premium amortization expense
8798,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", margin ed second strong loan growth interest income grow levels
8846,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",gary answered loan origination market competitive pressures impact perfect
8964,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",od morn wonder growth strong wonder com business type business segments fixed versus variable
8999,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay thoughts expenses mean summit alstyne synergies rate tim forward od rate rate enter
9036,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",od morn od morn payments growth past green shoots temporary stimulus trend fourth 
9084,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase", thanks dale deposit pric tak account little tech businesses interested repric portfolios compared rest 
9108,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od morn mentioned drag basis card sale market impact basis s missed sw markets
9189,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay great terms portfolio ed clarify thought said press release average yield thought slide deck said confirm right yield 
9190,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",od morn curious deposit growth al grow line loan growth little faster initiatives
9243,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thank regards growth retail digital strategy rollout impact ed loan growth half 
9270,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",middle tennes nashville market n od growth s curious success translatable strategy markets carolinas differences strategy nashville versus carolinas
9572,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",mentioned people head work reopen york market roughly opinion terms activity versus 
9705,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay help deposit s lower longer offer interest turn mobile bank online check 
9754,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od morn s couple quick s margin guidance provided core margin correct
9779,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",ed loan growth sense prepayment activity change driv increase loan growth
9930,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",incremental drag issued particular impact margin came putt extra fund higher rate
10025,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",expense second gett dodd frank levels efficiency ratios normalized range
10264,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",ed start capital thoughts capital plan versus wait potentially stronger belt
10290,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",right right okay page investment annualized investment million s includ characteriz like investments call 
10362,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay security sales slightly reposition ris rates shorter duration overall
10658,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",clarification margin said basically flat margin flat fourth includ rate
